Method,nir,germ,gert,p,r,B73hetMean,DonorhetMean,NILhetMean,B73homozIntroMean,DonorhomozIntroMean,NILhomozIntroMean,PercNILsNoIntro
Chip,0.001,0.01,0.0001,0.75,0.0008026970621287526,0.0,0.0019755266584613193,0.0012116903271181647,0.0,0.4479473252350119,0.02198243240144027,0.0
Chip,0.001,0.01,0.0001,0.75,0.0016053941242575051,0.0,0.002298835197374289,0.0012957824002935577,0.0,0.4497734610513548,0.02205505737372811,0.0
Chip,0.001,0.01,0.0001,0.75,0.0032107882485150102,0.0,0.002272078628636664,0.0013110718681436293,0.0,0.4789425804034891,0.02344767307040545,0.0
Chip,0.001,0.01,0.0001,0.9,0.0008026970621287526,0.0,0.0019487700897236938,0.0011900302476638967,0.0,0.46485301724906797,0.02271250449128118,0.0
Chip,0.001,0.01,0.0001,0.9,0.0016053941242575051,0.0,0.002272078628636664,0.0012906859110102006,0.0,0.4973176539840531,0.024377782364618135,0.0
Chip,0.001,0.01,0.0001,0.9,0.0032107882485150102,0.0,0.0022430923458375703,0.0012728481985184506,0.0,0.46251627691264874,0.02269084441182691,0.0
Chip,0.001,0.01,0.001,0.1,0.0008026970621287526,0.0,0.004009025882520826,0.0017812230045333275,0.0,0.4307963646741942,0.02075927497343455,0.0
Chip,0.001,0.01,0.001,0.1,0.0016053941242575051,0.0,0.005496245161520486,0.0019557777624883096,0.0,0.4462259859795579,0.021931467508606698,0.0
Chip,0.001,0.01,0.001,0.1,0.0032107882485150102,0.0,0.005594352580225112,0.0018538479768211663,0.0,0.44534301921121644,0.021879228493452287,0.0
Chip,0.001,0.01,0.001,0.25,0.0008026970621287526,0.0,0.0033423413781416673,0.0014894489930611296,0.0,0.4508191969461836,0.021880502615773123,0.0
Chip,0.001,0.01,0.001,0.25,0.0016053941242575051,0.0,0.0035452453577353234,0.001460144179681826,0.0,0.44653368652004066,0.021931467508606698,0.0
Chip,0.001,0.01,0.001,0.25,0.0032107882485150102,0.0,0.0035229482171206367,0.0013900674520356652,0.0,0.4464601059560122,0.021934015753248375,0.0
Chip,0.001,0.01,0.001,0.5,0.0008026970621287526,0.0,0.002613224880041384,0.0013913415743565046,0.0,0.4478514475303687,0.021968417055911037,0.0
Chip,0.001,0.01,0.001,0.5,0.0016053941242575051,0.0,0.002660048875332227,0.0013633108832980401,0.0,0.4475459767039474,0.021964594688948517,0.0
Chip,0.001,0.01,0.001,0.5,0.0032107882485150102,0.0,0.0031483562547938854,0.0013773262288272723,0.0,0.4471245607463299,0.021956949955023484,0.0
Chip,0.001,0.01,0.001,0.75,0.0008026970621287526,0.0,0.002283227198944007,0.001288137666368522,0.0,0.4477644886819714,0.02197606178983607,0.0
Chip,0.001,0.01,0.001,0.75,0.0016053941242575051,0.0,0.00260207630973404,0.0013199907243895044,0.0,0.4495883947842529,0.02204868676212391,0.0
Chip,0.001,0.01,0.001,0.75,0.0032107882485150102,0.0,0.0026511300190863525,0.0013365543145604148,0.0,0.47873075756764955,0.0234298353579137,0.0
Chip,0.001,0.01,0.001,0.9,0.0008026970621287526,0.0,0.0022988351973742883,0.0012601069753100577,0.0,0.4646835589803963,0.022707408001997824,0.0
Chip,0.001,0.01,0.001,0.9,0.0016053941242575051,0.0,0.00254856317225879,0.0012996047672560755,0.0,0.4971169797185209,0.024377782364618135,0.0
Chip,0.001,0.01,0.001,0.9,0.0032107882485150102,0.0,0.002608765451918446,0.0012804929324434864,0.0,0.46228884607837895,0.022684473800222715,0.0
Chip,0.001,0.01,0.01,0.1,0.0008026970621287526,0.0,0.005195233763222205,0.001964696618734185,0.0,0.42996468132926635,0.0207350666493386,0.0
Chip,0.001,0.01,0.01,0.1,0.0016053941242575051,0.0,0.006455022207952052,0.002058981670476292,0.0,0.4453430192112164,0.02189324383898152,0.0
Chip,0.001,0.01,0.01,0.1,0.0032107882485150102,0.0,0.006999072438950429,0.0020513369365512566,0.0,0.4444288364460142,0.021846101313110464,0.0
Chip,0.001,0.01,0.01,0.25,0.0008026970621287526,0.0,0.004339023563618202,0.0018411067536127739,0.0,0.45005886445122273,0.021849923680072977,0.0
Chip,0.001,0.01,0.01,0.25,0.0016053941242575051,0.0,0.004597670394748578,0.0018309137750460597,0.0,0.445873691157846,0.02190853330683159,0.0
Chip,0.001,0.01,0.01,0.25,0.0032107882485150102,0.0,0.0048741549383707035,0.0018946198910880243,0.0,0.445902677440645,0.021916178040756625,0.0
Chip,0.001,0.01,0.01,0.5,0.0008026970621287526,0.0,0.0037503790513904495,0.0018143501848751486,0.0,0.44743003157275113,0.021945482854135927,0.0
Chip,0.001,0.01,0.01,0.5,0.0016053941242575051,0.0,0.0036812579154849186,0.0017748523929291308,0.0,0.4470955744635308,0.021954401710381804,0.0
Chip,0.001,0.01,0.01,0.5,0.0032107882485150102,0.0,0.003815040759173044,0.0017710300259666126,0.0,0.4470420613260555,0.021960772321986,0.0
Chip,0.001,0.01,0.01,0.75,0.0008026970621287526,0.0,0.003159504825101229,0.0014270169993400048,0.0,0.44738320757746025,0.021955675832702644,0.0
Chip,0.001,0.01,0.01,0.75,0.0016053941242575051,0.0,0.0033958545156169175,0.0015136573171570763,0.0,0.4491602896844508,0.022037219661236358,0.0
Chip,0.001,0.01,0.01,0.75,0.0032107882485150102,0.0,0.0033512602343875424,0.0015047384609112012,0.0,0.4782892741834787,0.023423464746309505,0.0
Chip,0.001,0.01,0.01,0.9,0.0008026970621287526,0.0,0.0032174773906994167,0.001433387610944201,0.0,0.46417518417438147,0.022674280821656,0.0
Chip,0.001,0.01,0.01,0.9,0.0016053941242575051,0.0,0.003395854515616917,0.001495819604665326,0.0,0.4965662403453381,0.02433318808338876,0.0
Chip,0.001,0.01,0.01,0.9,0.0032107882485150102,0.0,0.003369097946879292,0.001503464338590362,0.0,0.461822835839532,0.022653894864522572,0.0
Chip,0.01,0.0001,0.0001,0.1,0.0008026970621287526,0.0,0.01056661493730044,0.0025788235773787226,0.0,0.6139227805426232,0.029566008455075725,0.0
Chip,0.01,0.0001,0.0001,0.1,0.0016053941242575051,0.0,0.015133069335188454,0.002692220463933419,0.0,0.5694957278678582,0.02770451574432952,0.0
Chip,0.01,0.0001,0.0001,0.1,0.0032107882485150102,0.0,0.015619147000588645,0.002713880543387687,0.0,0.5688981644993846,0.027686678031837768,0.0
Chip,0.01,0.0001,0.0001,0.25,0.0008026970621287526,0.0,0.008704803695974027,0.0024514113452947938,0.0,0.6173743779097768,0.02975075619159742,0.0
Chip,0.01,0.0001,0.0001,0.25,0.0016053941242575051,0.0,0.009884322434491001,0.0024017205747820613,0.0,0.5753175112823531,0.02801794983525599,0.0
Chip,0.01,0.0001,0.0001,0.25,0.0032107882485150102,0.0,0.014408412265211107,0.0026310625925331332,0.0,0.5708023403078789,0.02778223720590072,0.0
Chip,0.01,0.0001,0.0001,0.5,0.0008026970621287526,0.0,0.007746026649542462,0.002373689883723597,0.0,0.6240991955191666,0.030135541132490888,0.0
Chip,0.01,0.0001,0.0001,0.5,0.0016053941242575051,0.0,0.007951160343197589,0.0022895978105482036,0.0,0.5774201316423182,0.028107138397714736,0.0
Chip,0.01,0.0001,0.0001,0.5,0.0032107882485150102,0.0,0.008798451686555716,0.0023329179694567396,0.0,0.576534935159915,0.028065092361127045,0.0
Chip,0.01,0.0001,0.0001,0.75,0.0008026970621287526,0.0,0.007259948984142273,0.002357126293552686,0.0,0.6245540571877063,0.030162297701228507,0.0
Chip,0.01,0.0001,0.0001,0.75,0.0016053941242575051,0.0,0.007574338666809369,0.0022539223855647036,0.0,0.5782696526997378,0.028186133981606774,0.0
Chip,0.01,0.0001,0.0001,0.75,0.0032107882485150102,0.0,0.00829230659460231,0.002309983767681633,0.0,0.5780199247248533,0.02812242786556481,0.0
Chip,0.01,0.0001,0.0001,0.9,0.0008026970621287526,0.0,0.007244340985711993,0.0023584004158735254,0.0,0.626603164410196,0.03023874504047887,0.0
Chip,0.01,0.0001,0.0001,0.9,0.0016053941242575051,0.0,0.007540892955887338,0.0022539223855647036,0.0,0.5837302224362748,0.02851485754038331,0.0
Chip,0.01,0.0001,0.0001,0.9,0.0032107882485150102,0.0,0.00830568487897112,0.002309983767681633,0.0,0.5826733379711385,0.02843841020113295,0.0
Chip,0.01,0.0001,0.001,0.1,0.0008026970621287526,0.0,0.012221062770910257,0.0026871239746500625,0.0,0.6128279909384421,0.02947936813725865,0.0
Chip,0.01,0.0001,0.001,0.1,0.0016053941242575051,0.0,0.017217851982661743,0.0029190142370428126,0.0,0.5684187759761689,0.027649728484533436,0.0
Chip,0.01,0.0001,0.001,0.1,0.0032107882485150102,0.0,0.01948547118317547,0.0029381260718554015,0.0,0.5662068996271917,0.027555443432791323,0.0
Chip,0.01,0.0001,0.001,0.25,0.0008026970621287526,0.0,0.010827491482492286,0.0025864683113037586,0.0,0.6151335152780008,0.029611876858625936,0.0
Chip,0.01,0.0001,0.001,0.25,0.0016053941242575051,0.0,0.011717147393018318,0.0026208696139664194,0.0,0.5743988690890279,0.02794277661832647,0.0
Chip,0.01,0.0001,0.001,0.25,0.0032107882485150102,0.0,0.017681632507447247,0.0027865055156755265,0.0,0.5696584969943453,0.027746561780917216,0.0
Chip,0.01,0.0001,0.001,0.5,0.0008026970621287526,0.0,0.009603378462745938,0.0025112950943742404,0.0,0.6220946825779062,0.02999411355487772,0.0
Chip,0.01,0.0001,0.001,0.5,0.0016053941242575051,0.0,0.010156347549990188,0.0025304069291868297,0.0,0.5753866324182587,0.027991193266518364,0.0
Chip,0.01,0.0001,0.001,0.5,0.0032107882485150102,0.0,0.011166408019835537,0.002496005626524169,0.0,0.5744657605108721,0.02790327882638045,0.0
Chip,0.01,0.0001,0.001,0.75,0.0008026970621287526,0.0,0.00857770999447031,0.0024373959997655613,0.0,0.6233388630242058,0.030093495095903183,0.0
Chip,0.01,0.0001,0.001,0.75,0.0016053941242575051,0.0,0.00985310643763044,0.0025061986050908835,0.0,0.576149194627281,0.028048528770956132,0.0
Chip,0.01,0.0001,0.001,0.75,0.0032107882485150102,0.0,0.012189846774049697,0.0025533411309619372,0.0,0.5759306826492571,0.02797080730938493,0.0
Chip,0.01,0.0001,0.001,0.9,0.0008026970621287526,0.0,0.008385954585183996,0.002433573632803044,0.0,0.6253857405326341,0.030163571823549347,0.0
Chip,0.01,0.0001,0.001,0.9,0.0016053941242575051,0.0,0.008996896238026434,0.0024514113452947938,0.0,0.5824013128556395,0.028425668977924555,0.0
Chip,0.01,0.0001,0.001,0.9,0.0032107882485150102,0.0,0.011808565669538537,0.002517665705978437,0.0,0.5807223381673534,0.028307175602086503,0.0
Chip,0.01,0.0001,0.01,0.1,0.0008026970621287526,0.0,0.02266281372076845,0.003223529471723403,0.0,0.6013115178109559,0.028939140273222794,0.0
Chip,0.01,0.0001,0.01,0.1,0.0016053941242575051,0.0,0.027021904710939872,0.003426114920736851,0.0,0.5577451347639178,0.027169384369577016,0.0
Chip,0.01,0.0001,0.01,0.1,0.0032107882485150102,0.0,0.025318403167977743,0.0032120623708358498,0.0,0.5581130375840603,0.02716173963565198,0.0
Chip,0.01,0.0001,0.01,0.25,0.0008026970621287526,0.0,0.015536647580314299,0.002876968200455116,0.0,0.610263819767753,0.029365971250703955,0.0
Chip,0.01,0.0001,0.01,0.25,0.0016053941242575051,0.0,0.02006073741103441,0.003047700591447581,0.0,0.5657854836695743,0.027573281145283072,0.0
Chip,0.01,0.0001,0.01,0.25,0.0032107882485150102,0.0,0.02000499455949769,0.0029279330932886877,0.0,0.5653596082838337,0.02755671755511217,0.0
Chip,0.01,0.0001,0.01,0.5,0.0008026970621287526,0.0,0.014461925402686362,0.002766119558542098,0.0,0.6175393767503256,0.029790253983543433,0.0
