bgi_id	nil_id
BGI09_10g	Mo18W/B73 NIL-1074
BGI09_10h	Mo18W/B73 NIL-1078
BGI09_11a	Mo18W/B73 NIL-1081
BGI07_11h	Mo18W/B73 NIL-1085
BGI09_11b	Mo18W/B73 NIL-1089A
BGI11_11e	Mo18W/B73 NIL-1089B
BGI09_11c	Mo18W/B73 NIL-1092
BGI07_12a	Mo18W/B73 NIL-1093
BGI09_11d	Mo18W/B73 NIL-1095
BGI09_11e	Mo18W/B73 NIL-1096
BGI09_11g	Mo18W/B73 NIL-1099
BGI09_11h	Mo18W/B73 NIL-1104A
BGI09_12a	Mo18W/B73 NIL-1104B
BGI08_9g	Mo18W/B73 NIL-1105
BGI09_12b	Mo18W/B73 NIL-1106
BGI09_12c	Mo18W/B73 NIL-1108
BGI09_12d	Mo18W/B73 NIL-1109
BGI09_12e	Mo18W/B73 NIL-1111
BGI09_12g	Mo18W/B73 NIL-1115
BGI09_12h	Mo18W/B73 NIL-1116A
BGI10_01a	Mo18W/B73 NIL-1116B
BGI10_01b	Mo18W/B73 NIL-1117
BGI10_07h	Mo18W/B73 NIL-1118
BGI10_01c	Mo18W/B73 NIL-1120
BGI10_01d	Mo18W/B73 NIL-1121
BGI10_01e	Mo18W/B73 NIL-1127
BGI10_01g	Mo18W/B73 NIL-1130
BGI10_01h	Mo18W/B73 NIL-1131
BGI10_02a	Mo18W/B73 NIL-1135
BGI10_02b	Mo18W/B73 NIL-1138
BGI10_02c	Mo18W/B73 NIL-1141
BGI10_02d	Mo18W/B73 NIL-1142
BGI07_12b	Mo18W/B73 NIL-1143
BGI07_12c	Mo18W/B73 NIL-1145
BGI10_02e	Mo18W/B73 NIL-1147
BGI10_02g	Mo18W/B73 NIL-1149B
BGI10_02h	Mo18W/B73 NIL-1149C
BGI10_03a	Mo18W/B73 NIL-1152
BGI10_03b	Mo18W/B73 NIL-1154
BGI11_11h	Mo18W/B73 NIL-1156
BGI10_03c	Mo18W/B73 NIL-1159
BGI10_03d	Mo18W/B73 NIL-1164
BGI07_12d	NC350/B73 NIL-1005
BGI10_03e	NC350/B73 NIL-1006
BGI07_12e	NC350/B73 NIL-1013
BGI10_03g	NC350/B73 NIL-1042
BGI10_03h	NC350/B73 NIL-1056
BGI08_9h	NC350/B73 NIL-1065
BGI08_10a	NC350/B73 NIL-1068
BGI07_12g	NC350/B73 NIL-1073A
BGI08_10b	NC350/B73 NIL-1073B
BGI10_04a	NC350/B73 NIL-1077
BGI10_04b	NC350/B73 NIL-1079
BGI10_04c	NC350/B73 NIL-1080
BGI10_04d	NC350/B73 NIL-1090
BGI10_04e	NC350/B73 NIL-1097A
BGI08_10c	NC350/B73 NIL-1101
BGI07_12h	NC350/B73 NIL-1105
BGI11_04b	NC350/B73 NIL-1114
BGI08_1b	NC350/B73 NIL-1123
BGI11_11g	NC350/B73 NIL-1127
BGI08_1d	NC350/B73 NIL-1128
BGI08_1e	NC350/B73 NIL-1140
BGI11_11a	NC350/B73 NIL-1153A
BGI10_04g	NC350/B73 NIL-1153B
BGI10_04h	NC350/B73 NIL-1155
BGI10_05a	NC350/B73 NIL-1157
BGI11_11b	NC350/B73 NIL-1165
BGI11_11c	NC350/B73 NIL-1169
BGI10_05b	NC350/B73 NIL-1179
BGI10_05c	NC350/B73 NIL-1180
BGI10_05d	NC350/B73 NIL-1182
BGI10_05e	NC350/B73 NIL-1183
BGI11_05b	NC350/B73 NIL-1185
BGI08_2a	NC350/B73 NIL-1192
BGI10_05g	NC350/B73 NIL-1196
BGI10_05h	NC350/B73 NIL-1207
BGI10_06e	NC350/B73 NIL-1210
BGI08_10d	NC350/B73 NIL-1232
BGI07_4g	NC350/B73 NIL-1240
BGI07_4h	NC350/B73 NIL-1242
BGI07_5a	NC350/B73 NIL-1246
BGI07_5b	NC350/B73 NIL-1250
BGI07_5c	NC350/B73 NIL-1265
BGI07_5d	NC350/B73 NIL-1270
BGI07_5e	NC350/B73 NIL-1272
BGI07_5g	NC358/B73 NIL-1008
BGI07_5h	NC358/B73 NIL-1009
BGI07_6a	NC358/B73 NIL-1017
BGI07_6b	NC358/B73 NIL-1018
BGI07_6c	NC358/B73 NIL-1035
BGI10_06b	NC358/B73 NIL-1052
BGI07_6e	NC358/B73 NIL-1058
BGI07_6g	NC358/B73 NIL-1059B
BGI07_6h	NC358/B73 NIL-1069
BGI11_04c	NC358/B73 NIL-1075
BGI11_04d	NC358/B73 NIL-1080
BGI11_10h	NC358/B73 NIL-1084
BGI07_7a	NC358/B73 NIL-1104
BGI11_04e	NC358/B73 NIL-1108
BGI07_7b	NC358/B73 NIL-1111
BGI07_7c	NC358/B73 NIL-1114
BGI07_7d	NC358/B73 NIL-1132
BGI07_7e	NC358/B73 NIL-1134
BGI07_7g	NC358/B73 NIL-1145
BGI07_7h	NC358/B73 NIL-1146
BGI11_04g	NC358/B73 NIL-1151
BGI11_04h	NC358/B73 NIL-1154
BGI07_8a	NC358/B73 NIL-1156
BGI07_8b	NC358/B73 NIL-1164
BGI10_06c	NC358/B73 NIL-1165
BGI11_05a	NC358/B73 NIL-1166
BGI07_8c	NC358/B73 NIL-1179
BGI10_06d	NC358/B73 NIL-1183
BGI07_8d	NC358/B73 NIL-1188
BGI07_8e	NC358/B73 NIL-1189A
BGI11_11d	NC358/B73 NIL-1192A
BGI11_09a	NC358/B73 NIL-1192B
BGI11_05c	NC358/B73 NIL-1204
BGI07_8g	NC358/B73 NIL-1211
BGI07_9a	NC358/B73 NIL-1227
BGI07_9b	NC358/B73 NIL-1233
BGI07_9c	NC358/B73 NIL-1236
BGI07_9d	NC358/B73 NIL-1238A
BGI11_10c	Oh43/B73 NIL-1002
BGI11_05d	Oh43/B73 NIL-1005
BGI11_05e	Oh43/B73 NIL-1008
BGI05_12a	Oh43/B73 NIL-1013
BGI11_05g	Oh43/B73 NIL-1017
BGI05_12b	Oh43/B73 NIL-1021
BGI05_12c	Oh43/B73 NIL-1023A
BGI11_05h	Oh43/B73 NIL-1023B
BGI11_10e	Oh43/B73 NIL-1026
BGI05_12d	Oh43/B73 NIL-1028
BGI11_06a	Oh43/B73 NIL-1031
BGI11_06b	Oh43/B73 NIL-1036
BGI05_12e	Oh43/B73 NIL-1037
BGI05_12g	Oh43/B73 NIL-1046
BGI11_06c	Oh43/B73 NIL-1053
BGI11_06d	Oh43/B73 NIL-1055
BGI05_12h	Oh43/B73 NIL-1056
BGI06_1a	Oh43/B73 NIL-1059A
BGI11_06e	Oh43/B73 NIL-1059B
BGI06_1b	Oh43/B73 NIL-1068
BGI06_1c	Oh43/B73 NIL-1073
BGI11_06g	Oh43/B73 NIL-1099
BGI06_1d	Oh43/B73 NIL-1100
BGI06_1e	Oh43/B73 NIL-1108
BGI06_1g	Oh43/B73 NIL-1135
BGI06_1h	Oh43/B73 NIL-1142
BGI06_2a	Oh43/B73 NIL-1143
BGI06_2b	Oh43/B73 NIL-1145
BGI06_2c	Oh43/B73 NIL-1154
BGI06_2d	Oh43/B73 NIL-1157
BGI11_02a	Oh43/B73 NIL-1171
BGI06_2e	Oh43/B73 NIL-1172A
BGI06_2g	Oh43/B73 NIL-1173A
BGI06_2h	Oh43/B73 NIL-1173B
BGI06_3a	Oh43/B73 NIL-1175A
BGI11_02b	Oh43/B73 NIL-1175B
BGI06_3b	Oh43/B73 NIL-1182
BGI11_07a	Oh43/B73 NIL-1195
BGI06_3c	Oh43/B73 NIL-1197
BGI11_02c	Oh43/B73 NIL-1199
BGI06_3d	Oh43/B73 NIL-1211
BGI06_3e	Oh43/B73 NIL-1218
BGI06_3g	Oh43/B73 NIL-1228
BGI11_07b	Oh43/B73 NIL-1230
BGI06_3h	Oh43/B73 NIL-1231
BGI06_4a	Oh43/B73 NIL-1235
BGI06_4b	Oh43/B73 NIL-1236A
BGI06_4c	Oh43/B73 NIL-1236B
BGI06_4d	Oh43/B73 NIL-1241
BGI11_07c	Oh43/B73 NIL-1246
BGI10_06a	Oh43/B73 NIL-1250
BGI11_07d	Oh43/B73 NIL-1255
BGI06_4e	Oh43/B73 NIL-1270
BGI06_4g	Oh43/B73 NIL-1281
BGI11_02d	Oh43/B73 NIL-1284
BGI06_4h	Oh43/B73 NIL-1285
BGI06_5a	Oh43/B73 NIL-1306
BGI11_07e	Oh43/B73 NIL-1307
BGI11_02e	Oh43/B73 NIL-1308
BGI06_5b	Oh43/B73 NIL-1313
BGI06_5c	Tx303/B73 NIL-1005
BGI06_5d	Tx303/B73 NIL-1010
BGI06_5e	Tx303/B73 NIL-1011A
BGI11_02g	Tx303/B73 NIL-1015
BGI11_02h	Tx303/B73 NIL-1017
BGI11_03a	Tx303/B73 NIL-1019
BGI11_03b	Tx303/B73 NIL-1025
BGI05_10b	Tx303/B73 NIL-1028
BGI05_10c	Tx303/B73 NIL-1030
BGI05_10d	Tx303/B73 NIL-1037
BGI11_03c	Tx303/B73 NIL-1045
BGI05_10e	Tx303/B73 NIL-1062
BGI05_10g	Tx303/B73 NIL-1072
BGI05_10h	Tx303/B73 NIL-1073
BGI05_11a	Tx303/B73 NIL-1077
BGI11_03d	Tx303/B73 NIL-1078
BGI05_11b	Tx303/B73 NIL-1079A
BGI05_11c	Tx303/B73 NIL-1079B
BGI05_11d	Tx303/B73 NIL-1080
BGI11_03e	Tx303/B73 NIL-1085C
BGI05_11e	Tx303/B73 NIL-1102
BGI05_11g	Tx303/B73 NIL-1104
BGI05_11h	Tx303/B73 NIL-1107
BGI06_8g	Tx303/B73 NIL-1111
BGI06_8h	Tx303/B73 NIL-1122
BGI06_9a	Tx303/B73 NIL-1123
BGI06_9b	Tx303/B73 NIL-1133
BGI06_9c	Tx303/B73 NIL-1151
BGI06_9d	Tx303/B73 NIL-1164
BGI06_9e	Tx303/B73 NIL-1166
BGI06_9g	Tx303/B73 NIL-1178
BGI06_9h	Tx303/B73 NIL-1186
BGI06_10a	Tx303/B73 NIL-1187
BGI06_10b	Tx303/B73 NIL-1193
BGI11_03g	Tx303/B73 NIL-1201
BGI06_10c	Tx303/B73 NIL-1203
BGI06_10d	Tx303/B73 NIL-1208
BGI06_10e	Tx303/B73 NIL-1209A
BGI11_03h	Tx303/B73 NIL-1209C
BGI06_10g	Tx303/B73 NIL-1214
BGI11_04a	Tx303/B73 NIL-1218
BGI06_10h	Tx303/B73 NIL-1220
BGI06_11a	Tx303/B73 NIL-1231
BGI06_11b	Tx303/B73 NIL-1239
BGI06_11c	Tx303/B73 NIL-1241
BGI06_11d	Tx303/B73 NIL-1246
BGI06_11e	Tx303/B73 NIL-1248
BGI06_11g	Tzi8/B73 NIL-1021
BGI06_11h	Tzi8/B73 NIL-1026
BGI06_12a	Tzi8/B73 NIL-1027
BGI06_12b	Tzi8/B73 NIL-1034
BGI06_12c	Tzi8/B73 NIL-1036
BGI06_12d	Tzi8/B73 NIL-1039
BGI06_12e	Tzi8/B73 NIL-1041
BGI06_12g	Tzi8/B73 NIL-1045A
BGI06_12h	Tzi8/B73 NIL-1056
BGI07_1a	Tzi8/B73 NIL-1060A
BGI07_1b	Tzi8/B73 NIL-1060B
BGI07_1c	Tzi8/B73 NIL-1064
BGI07_1d	Tzi8/B73 NIL-1069
BGI07_1e	Tzi8/B73 NIL-1072
BGI07_1g	Tzi8/B73 NIL-1088
BGI07_1h	Tzi8/B73 NIL-1101
BGI07_2a	Tzi8/B73 NIL-1107
BGI07_2b	Tzi8/B73 NIL-1133B
BGI07_2c	Tzi8/B73 NIL-1133C
BGI07_2d	Tzi8/B73 NIL-1140
BGI07_2e	Tzi8/B73 NIL-1143
BGI07_2g	Tzi8/B73 NIL-1148B
BGI07_2h	Tzi8/B73 NIL-1153
BGI07_3a	Tzi8/B73 NIL-1154
BGI07_3b	Tzi8/B73 NIL-1157
BGI07_3c	Tzi8/B73 NIL-1160
BGI07_3d	Tzi8/B73 NIL-1165
BGI07_3e	Tzi8/B73 NIL-1176
BGI07_3g	Tzi8/B73 NIL-1186
BGI07_3h	Tzi8/B73 NIL-1189
BGI07_4a	Tzi8/B73 NIL-1190
BGI07_4b	Tzi8/B73 NIL-1201
BGI07_4c	Tzi8/B73 NIL-1213
BGI07_4d	Tzi8/B73 NIL-1215
BGI07_4e	Tzi8/B73 NIL-1216
BGI06_5g	Tzi8/B73 NIL-1218
BGI06_5h	Tzi8/B73 NIL-1219
BGI06_6a	Tzi8/B73 NIL-1220
BGI06_6b	Tzi8/B73 NIL-1230
BGI06_6c	Tzi8/B73 NIL-1234
BGI06_6d	Tzi8/B73 NIL-1241
BGI06_6e	Tzi8/B73 NIL-1251
BGI06_6g	Tzi8/B73 NIL-1258
BGI06_6h	Tzi8/B73 NIL-1271
BGI06_7a	Tzi8/B73 NIL-1277
BGI06_7b	Tzi8/B73 NIL-1280
BGI06_7c	Tzi8/B73 NIL-1281
BGI06_7d	Tzi8/B73 NIL-1282
BGI06_7e	Tzi8/B73 NIL-1285
BGI06_7g	Tzi8/B73 NIL-1305
BGI06_7h	Tzi8/B73 NIL-1308
BGI06_8a	Tzi8/B73 NIL-1310
BGI06_8b	Tzi8/B73 NIL-1312
BGI06_8c	Tzi8/B73 NIL-1314
BGI06_8d	Tzi8/B73 NIL-1321
BGI06_8e	Tzi8/B73 NIL-1322
BGI11_07g	Tzi8/B73 NIL-1333
BGI11_08a	Tzi8/B73 NIL-1338
