Method,nir,germ,gert,p,r,B73hetMean,DonorhetMean,NILhetMean,B73homozIntroMean,DonorhomozIntroMean,NILhomozIntroMean,PercNILsNoIntro
Chip,0.001,0.0001,0.001,0.5,0.0014833860759493672,0.0,0.010282749868143459,0.002238029309825196,0.0,0.4647943037974683,0.02268403405666064,0.0
Chip,0.001,0.0001,0.001,0.5,0.0029667721518987344,0.0,0.010474353902953586,0.002128541289933695,0.0,0.4823580069883966,0.023561115506329115,0.0
Chip,0.001,0.0001,0.001,0.75,0.0007416930379746836,0.0,0.008496505801687764,0.0021250094183242916,0.0,0.5152582739978903,0.02498681434599156,0.0
Chip,0.001,0.0001,0.001,0.75,0.0014833860759493672,0.0,0.01003757911392405,0.0021991787221217604,0.0,0.4830152294303798,0.02360467525617842,0.0
Chip,0.001,0.0001,0.001,0.75,0.0029667721518987344,0.0,0.00985215585443038,0.002061435729355033,0.0,0.48295342167721517,0.023601143384569017,0.0
Chip,0.001,0.0001,0.001,0.9,0.0007416930379746836,0.0,0.00848826476793249,0.0021332504520795662,0.0,0.5255101199894515,0.025575459614225433,0.0
Chip,0.001,0.0001,0.001,0.9,0.0014833860759493672,0.0,0.00916402953586498,0.0021791647830018083,0.0,0.48406596123417717,0.02363999397227245,0.0
Chip,0.001,0.0001,0.001,0.9,0.0029667721518987344,0.0,0.012969326872362871,0.0022203699517781795,0.0,0.48303789227320676,0.02360820712778782,0.0
Chip,0.001,0.0001,0.01,0.1,0.0007416930379746836,0.0,0.026630900580168777,0.0031716207052441235,0.0,0.48613446070675104,0.023727113471971067,0.0
Chip,0.001,0.0001,0.01,0.1,0.0014833860759493672,0.0,0.03218123681434599,0.0034353337854128993,0.0,0.44922699103375524,0.02198236889692586,0.0
Chip,0.001,0.0001,0.01,0.1,0.0029667721518987344,0.0,0.03083382779535865,0.003427092751657625,0.0,0.4499068763185654,0.02198707805907173,0.0
Chip,0.001,0.0001,0.01,0.25,0.0007416930379746836,0.0,0.0170568796149789,0.002739555078360458,0.0,0.4908771756329114,0.02393078473477999,0.0
Chip,0.001,0.0001,0.01,0.25,0.0014833860759493672,0.0,0.021537941719409287,0.002930276145268234,0.0,0.4596251153744726,0.02246505801687764,0.0
Chip,0.001,0.0001,0.01,0.25,0.0029667721518987344,0.0,0.021634773866033755,0.002967949442435202,0.0,0.4597775744989452,0.022445044077757687,0.0
Chip,0.001,0.0001,0.01,0.5,0.0007416930379746836,0.0,0.014992500659282698,0.0025088061332127786,0.0,0.49775843881856546,0.02425807150391802,0.0
Chip,0.001,0.0001,0.01,0.5,0.0014833860759493672,0.0,0.01995154272151899,0.0027678100512356844,0.0,0.4605233880537975,0.022473299050632917,0.0
Chip,0.001,0.0001,0.01,0.5,0.0029667721518987344,0.0,0.01975993868670886,0.0027372004972875223,0.0,0.47599180841244726,0.023289161392405066,0.0
Chip,0.001,0.0001,0.01,0.75,0.0007416930379746836,0.0,0.015046067378691984,0.0024982105183845686,0.0,0.5097120582805907,0.024794915988547318,0.0
Chip,0.001,0.0001,0.01,0.75,0.0014833860759493672,0.0,0.02081067049050633,0.0027678100512356844,0.0,0.4768653579905064,0.02337157172995781,0.0
Chip,0.001,0.0001,0.01,0.75,0.0029667721518987344,0.0,0.020483089398734177,0.0027348459162145873,0.0,0.4773845431170886,0.02340806773658831,0.0
Chip,0.001,0.0001,0.01,0.9,0.0007416930379746836,0.0,0.019110957278481014,0.0026959953285111515,0.0,0.518703026107595,0.025302328209764916,0.0
Chip,0.001,0.0001,0.01,0.9,0.0014833860759493672,0.0,0.0207632845464135,0.0027654554701627486,0.0,0.47706726331751054,0.023382167344786018,0.0
Chip,0.001,0.0001,0.01,0.9,0.0029667721518987344,0.0,0.020499571466244725,0.0027466188215792644,0.0,0.47750609836497887,0.023411599608197713,0.0
Chip,0.001,0.001,0.0001,0.1,0.0007416930379746836,0.0,0.00633323444092827,0.001996684749849307,0.0,0.4622498846255274,0.02250508589511754,0.0
Chip,0.001,0.001,0.0001,0.1,0.0014833860759493672,0.0,0.007031662051687764,0.002023762432188065,0.0,0.4929168314873418,0.024094428119349,0.0
Chip,0.001,0.001,0.0001,0.1,0.0029667721518987344,0.0,0.007608534414556961,0.0019425293851717904,0.0,0.4581458498154008,0.022419143685955396,0.0
Chip,0.001,0.001,0.0001,0.25,0.0007416930379746836,0.0,0.005884098101265823,0.0019707843580470162,0.0,0.4762843651107595,0.023180850663050027,0.0
Chip,0.001,0.001,0.0001,0.25,0.0014833860759493672,0.0,0.005943845595991562,0.001976670810729355,0.0,0.4938480683016877,0.024090896247739597,0.0
Chip,0.001,0.001,0.0001,0.25,0.0029667721518987344,0.0,0.006413584520042194,0.0018919058921036773,0.0,0.45926663040611815,0.02245799427365883,0.0
Chip,0.001,0.001,0.0001,0.5,0.0007416930379746836,0.0,0.004610858386075949,0.0018754238245931286,0.0,0.49488025777953587,0.024150938065099454,0.0
Chip,0.001,0.001,0.0001,0.5,0.0014833860759493672,0.0,0.005682192774261603,0.0019696070675105488,0.0,0.49448674841772156,0.02413563328812538,0.0
Chip,0.001,0.001,0.0001,0.5,0.0029667721518987344,0.0,0.005797567246835444,0.0018624736286919831,0.0,0.4604760021097046,0.022520390672091623,0.0
Chip,0.001,0.001,0.0001,0.75,0.0007416930379746836,0.0,0.004308000395569621,0.0018024318113321277,0.0,0.4953870813554852,0.02416506555153707,0.0
Chip,0.001,0.001,0.0001,0.75,0.0014833860759493672,0.0,0.005451443829113924,0.0019543022905364675,0.0,0.49520165809599154,0.024183902200120556,0.0
Chip,0.001,0.001,0.0001,0.75,0.0029667721518987344,0.0,0.005733699235232067,0.0018601190476190475,0.0,0.46256098364978904,0.02263694243520193,0.0
Chip,0.001,0.001,0.0001,0.9,0.0007416930379746836,0.0,0.004147300237341772,0.0017624039330922242,0.0,0.5010157074103375,0.02441700572634117,0.0
Chip,0.001,0.001,0.0001,0.9,0.0014833860759493672,0.0,0.005381395042194093,0.0019543022905364675,0.0,0.468966327136076,0.022911251130198915,0.0
Chip,0.001,0.001,0.0001,0.9,0.0029667721518987344,0.0,0.005614204245780591,0.0018353959463532248,0.0,0.4687644218090718,0.02289830093429777,0.0
Chip,0.001,0.001,0.001,0.1,0.0007416930379746836,0.0,0.007120253164556963,0.002035535337552743,0.0,0.46150819158755274,0.022486249246534057,0.0
Chip,0.001,0.001,0.001,0.1,0.0014833860759493672,0.0,0.00785576542721519,0.00206849947257384,0.0,0.49219574103375524,0.024056754822182037,0.0
Chip,0.001,0.001,0.001,0.1,0.0029667721518987344,0.0,0.008601578982067511,0.0019696070675105488,0.0,0.45733616824894513,0.02241325723327306,0.0
Chip,0.001,0.001,0.001,0.25,0.0007416930379746836,0.0,0.006650514240506329,0.002015521398432791,0.0,0.47576311972573837,0.023170255048221816,0.0
Chip,0.001,0.001,0.001,0.25,0.0014833860759493672,0.0,0.00679267207278481,0.002023762432188065,0.0,0.4931331586234177,0.024074414180229053,0.0
Chip,0.001,0.001,0.001,0.25,0.0029667721518987344,0.0,0.007184121176160337,0.0019095652501506933,0.0,0.45849609375,0.02244033491561182,0.0
Chip,0.001,0.001,0.001,0.5,0.0007416930379746836,0.0,0.005136224287974683,0.001904856088004822,0.0,0.4945650382383966,0.024146228902953586,0.0
Chip,0.001,0.001,0.001,0.5,0.0014833860759493672,0.0,0.0065907667457805914,0.002019053270042194,0.0,0.49408499802215183,0.02413563328812538,0.0
Chip,0.001,0.001,0.001,0.5,0.0029667721518987344,0.0,0.006531019251054852,0.0018930831826401448,0.0,0.46006395042194087,0.022514504219409284,0.0
Chip,0.001,0.001,0.001,0.75,0.0007416930379746836,0.0,0.004903415084388186,0.001838927817962628,0.0,0.49502241561181437,0.02415446993670886,0.0
Chip,0.001,0.001,0.001,0.75,0.0014833860759493672,0.0,0.006193136867088607,0.0019990393309222425,0.0,0.49490086036392406,0.024178015747438216,0.0
Chip,0.001,0.001,0.001,0.75,0.0029667721518987344,0.0,0.006403283227848101,0.0018895513110307415,0.0,0.46222310126582283,0.02263105598251959,0.0
Chip,0.001,0.001,0.001,0.9,0.0007416930379746836,0.0,0.005255719277426161,0.001854232594936709,0.0,0.5006118967563291,0.024401700949367094,0.0
Chip,0.001,0.001,0.001,0.9,0.0014833860759493672,0.0,0.006178715058016877,0.002002571202531646,0.0,0.468500708728903,0.022880641576250756,0.0
Chip,0.001,0.001,0.001,0.9,0.0029667721518987344,0.0,0.006353837025316456,0.0018871967299578063,0.0,0.46811750065928265,0.022850032022302593,0.0
Chip,0.001,0.001,0.01,0.1,0.0007416930379746836,0.0,0.012005125922995782,0.0023910770795660037,0.0,0.4579624868143461,0.022281400693188666,0.0
Chip,0.001,0.001,0.01,0.1,0.0014833860759493672,0.0,0.013634790348101266,0.002441700572634117,0.0,0.48739739912974683,0.023840133363471967,0.0
Chip,0.001,0.001,0.01,0.1,0.0029667721518987344,0.0,0.013865539293248944,0.0024593599306811337,0.0,0.45419427412974683,0.022261386754068718,0.0
Chip,0.001,0.001,0.01,0.25,0.0007416930379746836,0.0,0.009784167325949368,0.002230965566606389,0.0,0.47322694158755274,0.023072539933694996,0.0
Chip,0.001,0.001,0.01,0.25,0.0014833860759493672,0.0,0.010451691060126582,0.0022651069921639545,0.0,0.4904795457542194,0.02398023093731163,0.0
Chip,0.001,0.001,0.01,0.25,0.0029667721518987344,0.0,0.011900052742616034,0.0023416308770343583,0.0,0.4555396228902954,0.0223167194092827,0.0
Chip,0.001,0.001,0.01,0.5,0.0007416930379746836,0.0,0.008158623417721519,0.002082626959011453,0.0,0.49224312697784817,0.024070882308619646,0.0
Chip,0.001,0.001,0.01,0.5,0.0014833860759493672,0.0,0.009083679456751056,0.002181519364074744,0.0,0.4917115803006329,0.024042627335744422,0.0
Chip,0.001,0.001,0.01,0.5,0.0029667721518987344,0.0,0.009093980748945147,0.0021414914858348404,0.0,0.4579748483649788,0.02242738471971067,0.0
Chip,0.001,0.001,0.01,0.75,0.0007416930379746836,0.0,0.007758933280590717,0.0020708540536467754,0.0,0.4930589893196203,0.024077946051838457,0.0
Chip,0.001,0.001,0.01,0.75,0.0014833860759493672,0.0,0.008541831487341773,0.0021579735533453887,0.0,0.492630455564346,0.024069705018083185,0.0
Chip,0.001,0.001,0.01,0.75,0.0029667721518987344,0.0,0.008686049578059072,0.0021179456751054854,0.0,0.46042449564873417,0.02256277313140446,0.0
Chip,0.001,0.001,0.01,0.9,0.0007416930379746836,0.0,0.0076827037183544306,0.0020873361211573237,0.0,0.49867525382383965,0.024314581449668478,0.0
Chip,0.001,0.001,0.01,0.9,0.0014833860759493672,0.0,0.008492385284810125,0.002166214587100663,0.0,0.4665784876054852,0.022794699367088608,0.0
Chip,0.001,0.001,0.01,0.9,0.0029667721518987344,0.0,0.00881996637658228,0.002137959614225437,0.0,0.466557885021097,0.022786458333333336,0.0
Chip,0.001,0.01,0.0001,0.1,0.0007416930379746836,0.0,0.0038877076740506332,0.0017647585141651596,0.0,0.4310349090189874,0.020839219786015672,0.0
Chip,0.001,0.01,0.0001,0.1,0.0014833860759493672,0.0,0.003994841112869198,0.001797722649186257,0.0,0.4468082476265822,0.021903490430982518,0.0
Chip,0.001,0.01,0.0001,0.1,0.0029667721518987344,0.0,0.005469986155063291,0.0018389278179626284,0.0,0.4456050566983123,0.021868171714888487,0.0
Chip,0.001,0.01,0.0001,0.25,0.0007416930379746836,0.0,0.0027669270833333335,0.0014315852923447862,0.0,0.4451621011339662,0.021530289330922242,0.0
Chip,0.001,0.01,0.0001,0.25,0.0014833860759493672,0.0,0.003263449367088607,0.0014162805153707051,0.0,0.446744379614979,0.021907022302591922,0.0
Chip,0.001,0.01,0.0001,0.25,0.0029667721518987344,0.0,0.0034220892668776364,0.0013997984478601568,0.0,0.4466537282436709,0.02190349043098252,0.0
Chip,0.001,0.01,0.0001,0.5,0.0007416930379746836,0.0,0.0024929127109704643,0.0013468203737191078,0.0,0.4480711860495781,0.021967064119951776,0.0
Chip,0.001,0.01,0.0001,0.5,0.0014833860759493672,0.0,0.0025464794303797465,0.0013338701778179626,0.0,0.4477003395305907,0.02196000037673297,0.0
Chip,0.001,0.01,0.0001,0.5,0.0029667721518987344,0.0,0.002589744857594937,0.0013527068264014466,0.0,0.4477909909018987,0.021962354957805907,0.0
Chip,0.001,0.01,0.0001,0.75,0.0007416930379746836,0.0,0.00205407766350211,0.001180822408077155,0.0,0.4480238001054852,0.02196941870102472,0.0
Chip,0.001,0.01,0.0001,0.75,0.0014833860759493672,0.0,0.0024125626318565407,0.0012867785563592526,0.0,0.44999958794831224,0.0220282832278481,0.0
Chip,0.001,0.01,0.0001,0.75,0.0029667721518987344,0.0,0.0024228639240506332,0.001293842299578059,0.0,0.47821688752637126,0.02328562952079566,0.0
Chip,0.001,0.01,0.0001,0.9,0.0007416930379746836,0.0,0.0019757878428270045,0.0011678722121760095,0.0,0.46465214596518994,0.022601623719107893,0.0
Chip,0.001,0.01,0.0001,0.9,0.0014833860759493672,0.0,0.002371357463080169,0.0012832466847498493,0.0,0.4966108748681435,0.02424629859855335,0.0
Chip,0.001,0.01,0.0001,0.9,0.0029667721518987344,0.0,0.0023919600474683546,0.0012597008740204943,0.0,0.4622601859177215,0.022633410563592526,0.0
Chip,0.001,0.01,0.001,0.1,0.0007416930379746836,0.0,0.004182324630801687,0.0017765314195298373,0.0,0.43084124472573837,0.020839219786015672,0.0
Chip,0.001,0.01,0.001,0.1,0.0014833860759493672,0.0,0.0045449301160337555,0.00185894175708258,0.0,0.44658986023206754,0.021903490430982518,0.0
Chip,0.001,0.01,0.001,0.1,0.0029667721518987344,0.0,0.00570279535864979,0.0018353959463532248,0.0,0.4454752604166667,0.021868171714888487,0.0
Chip,0.001,0.01,0.001,0.25,0.0007416930379746836,0.0,0.003047122231012658,0.0014822087854128995,0.0,0.44504466640295365,0.021530289330922242,0.0
Chip,0.001,0.01,0.001,0.25,0.0014833860759493672,0.0,0.0036899228639240503,0.0014727904611211574,0.0,0.44655895635548526,0.021907022302591922,0.0
Chip,0.001,0.01,0.001,0.25,0.0029667721518987344,0.0,0.0037002241561181434,0.0013974438667872212,0.0,0.44650951015295365,0.02190349043098252,0.0
Chip,0.001,0.01,0.001,0.5,0.0007416930379746836,0.0,0.002729842431434599,0.0013962665762507535,0.0,0.44796611286919835,0.021961177667269436,0.0
Chip,0.001,0.01,0.001,0.5,0.0014833860759493672,0.0,0.0027731078586497888,0.0013703661844484628,0.0,0.44762204970991565,0.021958823086196504,0.0
Chip,0.001,0.01,0.001,0.5,0.0029667721518987344,0.0,0.0029338080168776373,0.0013668343128390597,0.0,0.4476323510021097,0.021962354957805907,0.0
Chip,0.001,0.01,0.001,0.75,0.0007416930379746836,0.0,0.002284826608649789,0.001257346292947559,0.0,0.4479249077004219,0.02196353224834238,0.0
Chip,0.001,0.01,0.001,0.75,0.0014833860759493672,0.0,0.0027133603639240508,0.0013067924954792043,0.0,0.44983476727320676,0.02202357406570223,0.0
Chip,0.001,0.01,0.001,0.75,0.0029667721518987344,0.0,0.0028658194883966243,0.0013220972724532851,0.0,0.4779655359968354,0.02326914745328511,0.0
Chip,0.001,0.01,0.001,0.9,0.0007416930379746836,0.0,0.0022168380801687766,0.0012149638336347197,0.0,0.46453265097573837,0.022596914556962024,0.0
Chip,0.001,0.01,0.001,0.9,0.0014833860759493672,0.0,0.0026247692510548526,0.0012903104279686558,0.0,0.49643575290084385,0.02424629859855335,0.0
Chip,0.001,0.01,0.001,0.9,0.0029667721518987344,0.0,0.0027834091508438827,0.0012679419077757685,0.0,0.4620108946466244,0.022627524110910187,0.0
Chip,0.001,0.01,0.01,0.1,0.0007416930379746836,0.0,0.005309285996835444,0.001957834162145871,0.0,0.4301737209915612,0.02081331939421338,0.0
Chip,0.001,0.01,0.01,0.1,0.0014833860759493672,0.0,0.005523552874472574,0.0019601887432188067,0.0,0.44579254021624476,0.02187052629596142,0.0
Chip,0.001,0.01,0.01,0.1,0.0029667721518987344,0.0,0.007058445411392405,0.002035535337552743,0.0,0.4446614583333333,0.021831675708257985,0.0
Chip,0.001,0.01,0.01,0.25,0.0007416930379746836,0.0,0.004406892800632911,0.0018306867842073538,0.0,0.4440742846782701,0.021482020418927068,0.0
Chip,0.001,0.01,0.01,0.25,0.0014833860759493672,0.0,0.004759196993670886,0.0018283322031344186,0.0,0.44593057753164556,0.0218822992013261,0.0
Chip,0.001,0.01,0.01,0.25,0.0029667721518987344,0.0,0.004961102320675106,0.0018871967299578063,0.0,0.44594087882383965,0.02188347649186257,0.0
Chip,0.001,0.01,0.01,0.5,0.0007416930379746836,0.0,0.003875346123417722,0.0018047863924050636,0.0,0.4475478804061181,0.021939986437613017,0.0
Chip,0.001,0.01,0.01,0.5,0.0014833860759493672,0.0,0.0038588640559071735,0.0017741768384569017,0.0,0.44714819026898733,0.02193763185654008,0.0
Chip,0.001,0.01,0.01,0.5,0.0029667721518987344,0.0,0.003937153876582279,0.0017624039330922242,0.0,0.4472553237078059,0.021954113924050632,0.0
Chip,0.001,0.01,0.01,0.75,0.0007416930379746836,0.0,0.003308775052742616,0.001442180907172996,0.0,0.4474180841244726,0.021944695599758892,0.0
Chip,0.001,0.01,0.01,0.75,0.0014833860759493672,0.0,0.003607512526371308,0.0015340095690174805,0.0,0.44930322059599154,0.022010623869801085,0.0
Chip,0.001,0.01,0.01,0.75,0.0029667721518987344,0.0,0.0035230419303797465,0.001523413954189271,0.0,0.4776152920622363,0.02326326100060277,0.0
Chip,0.001,0.01,0.01,0.9,0.0007416930379746836,0.0,0.003327317378691984,0.001442180907172996,0.0,0.46393929654535865,0.02256395042194093,0.0
Chip,0.001,0.01,0.01,0.9,0.0014833860759493672,0.0,0.0036342958860759492,0.001512818339361061,0.0,0.49569818037974683,0.024196852396021703,0.0
Chip,0.001,0.01,0.01,0.9,0.0029667721518987344,0.0,0.0035621868407172993,0.001523413954189271,0.0,0.4615308544303797,0.022593382685352624,0.0
Chip,0.01,0.0001,0.0001,0.1,0.0007416930379746836,0.0,0.010676259229957805,0.002600634795057263,0.0,0.6114661623154009,0.02945463193188668,0.0
Chip,0.01,0.0001,0.0001,0.1,0.0014833860759493672,0.0,0.015268575290084388,0.002830206449668475,0.0,0.5673869330168776,0.027520343580470168,0.0
Chip,0.01,0.0001,0.0001,0.1,0.0029667721518987344,0.0,0.015835146360759493,0.0027301367540687165,0.0,0.5666946861814345,0.02750739338456902,0.0
Chip,0.01,0.0001,0.0001,0.25,0.0007416930379746836,0.0,0.008527409678270042,0.002462891802290537,0.0,0.6149644811445147,0.029588843053044007,0.0
Chip,0.01,0.0001,0.0001,0.25,0.0014833860759493672,0.0,0.009907782832278481,0.0025005650994575045,0.0,0.573514141613924,0.027879417194092825,0.0
Chip,0.01,0.0001,0.0001,0.25,0.0029667721518987344,0.0,0.011224287974683543,0.0024958559373116336,0.0,0.5719607067510548,0.02775815626883665,0.0
Chip,0.01,0.0001,0.0001,0.5,0.0007416930379746836,0.0,0.007388086761603375,0.0023757723025919233,0.0,0.6215016811708861,0.030038568037974687,0.0
Chip,0.01,0.0001,0.0001,0.5,0.0014833860759493672,0.0,0.008218370912447258,0.0024346368294153103,0.0,0.5756300270305907,0.027947700045207958,0.0
Chip,0.01,0.0001,0.0001,0.5,0.0029667721518987344,0.0,0.008679868802742616,0.0023439854581072937,0.0,0.5746802478902954,0.027914735910186856,0.0
Chip,0.01,0.0001,0.0001,0.75,0.0007416930379746836,0.0,0.007297435390295359,0.002369885849909584,0.0,0.6218169007120253,0.030063291139240507,0.0
Chip,0.01,0.0001,0.0001,0.75,0.0014833860759493672,0.0,0.007880488528481012,0.0024016726943942137,0.0,0.5762151404272152,0.027998323538276065,0.0
Chip,0.01,0.0001,0.0001,0.75,0.0029667721518987344,0.0,0.00850268657700422,0.002338099005424955,0.0,0.5757598233122363,0.02791944507233273,0.0
Chip,0.01,0.0001,0.0001,0.9,0.0007416930379746836,0.0,0.007334520042194093,0.0023781268836648587,0.0,0.6239616297468354,0.030179842902350814,0.0
Chip,0.01,0.0001,0.0001,0.9,0.0014833860759493672,0.0,0.007818680775316455,0.0024052045660036166,0.0,0.5819055742352321,0.028357397151898736,0.0
Chip,0.01,0.0001,0.0001,0.9,0.0029667721518987344,0.0,0.008412035205696203,0.0023416308770343583,0.0,0.5807621308016878,0.028264391199517777,0.0
Chip,0.01,0.0001,0.001,0.1,0.0007416930379746836,0.0,0.012542853375527427,0.0027018817811934903,0.0,0.6102155854430379,0.0293733988848704,0.0
Chip,0.01,0.0001,0.001,0.1,0.0014833860759493672,0.0,0.01727938752637131,0.0029243896925858948,0.0,0.5663135383702532,0.02746147905364678,0.0
Chip,0.01,0.0001,0.001,0.1,0.0029667721518987344,0.0,0.019494165348101267,0.0029137940777576856,0.0,0.5643686544040084,0.02739555078360458,0.0
Chip,0.01,0.0001,0.001,0.25,0.0007416930379746836,0.0,0.011038864715189875,0.0026159395720313445,0.0,0.6125065928270041,0.029475823161543107,0.0
Chip,0.01,0.0001,0.001,0.25,0.0014833860759493672,0.0,0.011955679720464135,0.0026288897679324894,0.0,0.5723645174050632,0.027768751883664858,0.0
Chip,0.01,0.0001,0.001,0.25,0.0029667721518987344,0.0,0.012938422995780593,0.002564138788426763,0.0,0.5710974584651899,0.027711064647377937,0.0
Chip,0.01,0.0001,0.001,0.5,0.0007416930379746836,0.0,0.009396838739451475,0.0025158698764315853,0.0,0.6194723266086498,0.029904356916817358,0.0
Chip,0.01,0.0001,0.001,0.5,0.0014833860759493672,0.0,0.010342497362869199,0.0025511885925256182,0.0,0.5735162018723629,0.02784527576853526,0.0
Chip,0.01,0.0001,0.001,0.5,0.0029667721518987344,0.0,0.011372626582278481,0.0025040969710669082,0.0,0.572459289293249,0.027749915235081375,0.0
Chip,0.01,0.0001,0.001,0.75,0.0007416930379746836,0.0,0.00867574828586498,0.0024581826401446657,0.0,0.6206981803797468,0.02999383099758891,0.0
Chip,0.01,0.0001,0.001,0.75,0.0014833860759493672,0.0,0.01006848299050633,0.002542947558770344,0.0,0.5740786524261604,0.02784174389692585,0.0
Chip,0.01,0.0001,0.001,0.75,0.0029667721518987344,0.0,0.01084314016350211,0.0024593599306811337,0.0,0.5738314214135022,0.027788765822784806,0.0
Chip,0.01,0.0001,0.001,0.9,0.0007416930379746836,0.0,0.008490325026371308,0.0024546507685352624,0.0,0.6228552709651899,0.030089191531042798,0.0
Chip,0.01,0.0001,0.001,0.9,0.0014833860759493672,0.0,0.009096041007383966,0.002485260322483424,0.0,0.58056640625,0.02825144100361664,0.0
Chip,0.01,0.0001,0.001,0.9,0.0029667721518987344,0.0,0.012023668248945149,0.0025135152953586495,0.0,0.5786730287447258,0.028132534659433397,0.0
Chip,0.01,0.0001,0.01,0.1,0.0007416930379746836,0.0,0.022827663502109703,0.0031822163200723335,0.0,0.6001821268459916,0.028891887055455097,0.0
Chip,0.01,0.0001,0.01,0.1,0.0014833860759493672,0.0,0.027623945147679324,0.003400015069318867,0.0,0.555515723892405,0.02701410864978903,0.0
Chip,0.01,0.0001,0.01,0.1,0.0029667721518987344,0.0,0.025543084124472575,0.0031680888336347197,0.0,0.5565870582805907,0.027049427365883057,0.0
Chip,0.01,0.0001,0.01,0.25,0.0007416930379746836,0.0,0.015653843618143457,0.002839624773960217,0.0,0.6080893987341772,0.0292568471217601,0.0
Chip,0.01,0.0001,0.01,0.25,0.0014833860759493672,0.0,0.02028942510548523,0.003065664556962025,0.0,0.5638371077267932,0.02737553684448463,0.0
Chip,0.01,0.0001,0.01,0.25,0.0029667721518987344,0.0,0.020213195543248946,0.002927921564195298,0.0,0.563340585443038,0.02736376393911995,0.0
Chip,0.01,0.0001,0.01,0.5,0.0007416930379746836,0.0,0.014728787579113924,0.002798419605183846,0.0,0.6150118670886077,0.02967596255274262,0.0
Chip,0.01,0.0001,0.01,0.5,0.0014833860759493672,0.0,0.016751961366033755,0.0028984893007836044,0.0,0.5695543248945149,0.027607463080168773,0.0
